,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,mean_h,mean_s,mean_v,stddev_h,stddev_s,stddev_v,label
0,179.41976928710938,138.29762268066406,121.41560363769531,69.48693616713857,54.421511888796466,55.03613220826329,107.196044921875,86.39401245117188,183.42005920410156,34.126353302520485,43.13999042609667,66.39286873338762,1
1,154.7722930908203,104.79180908203125,87.24058532714844,66.2841760465347,47.55941228170022,43.165030689641185,103.07624816894531,113.4541015625,156.3973388671875,32.277150632302806,45.997333273090725,64.98958366807724,1
2,144.5894012451172,119.29278564453125,109.56520080566406,63.97037037170836,55.45704212226904,55.4027401293941,100.66328430175781,76.74693298339844,147.51788330078125,37.14606670739918,49.8071331941684,64.06800746152402,1
3,186.5418243408203,143.66806030273438,119.41079711914062,79.40818190224127,54.56322500388415,47.40979634708652,104.16972351074219,105.29972839355469,198.79193115234375,28.499063353393243,36.90658187991733,67.8354314775923,1
4,162.30165100097656,133.70838928222656,127.73570251464844,67.74225548670888,56.00197816182847,56.29947085404695,111.06564331054688,69.13357543945312,165.89927673339844,40.296250510606974,43.53290351405123,65.09395957917782,1
5,166.3287811279297,120.97970581054688,104.20440673828125,73.58560787474079,57.15427962287975,52.850122359948394,101.22041320800781,101.6934814453125,169.0537109375,36.487386772439635,44.00126692166454,70.79009078099615,1
6,171.9819793701172,126.40899658203125,108.83224487304688,74.1910642973288,57.6580487068597,53.415300536100254,103.00555419921875,99.81088256835938,175.28782653808594,35.59468367630348,42.76746142587664,70.66111209982319,1
7,162.98245239257812,114.34364318847656,98.77581787109375,68.5184726527771,51.933405240666055,47.99544540352193,102.78652954101562,108.20780944824219,164.72348022460938,34.57266931149699,41.4700898712495,66.36817209170587,1
8,151.3921356201172,104.29386901855469,88.30711364746094,65.13093894272298,49.845099624252846,45.91348585152948,101.68089294433594,109.24948120117188,152.02537536621094,34.55370353008536,48.68796555457162,64.1012521893157,1
9,181.7740020751953,139.6575164794922,116.57275390625,79.1072650090274,59.87083136490016,54.78611910213592,99.98350524902344,97.69645690917969,189.6178741455078,34.832007193321104,42.99755473033675,71.71714401777778,1
10,168.28506469726562,118.9976806640625,98.53025817871094,71.44938206242757,55.49639628592289,51.12490210459419,102.92300415039062,110.01394653320312,170.72732543945312,33.650674309047595,44.28060755451031,68.79575839891356,1
11,107.50117492675781,76.48165893554688,53.86103820800781,41.81501904473253,37.27443594124755,35.631733677571596,105.05345153808594,135.88616943359375,107.58290100097656,12.549920921083888,47.64274123727718,41.75782558152524,1
12,183.0874481201172,130.9402618408203,110.46026611328125,68.45175898416697,55.82002918341147,52.6848726762584,107.01329040527344,108.32012939453125,184.17889404296875,25.894853112645364,42.426498526045286,66.86535742104753,1
13,124.61032104492188,83.36805725097656,58.44340515136719,38.70766580422007,30.624025686791686,26.173023555052684,107.63697814941406,135.73312377929688,124.62467956542969,5.758070014107535,33.451395407658886,38.67707060333271,1
