,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,mean_h,mean_s,mean_v,stddev_h,stddev_s,stddev_v,label
0,109.68951416015625,101.58367919921875,87.93730163574219,59.883162384074836,54.14562385371892,43.133624620978004,84.65733337402344,50.94224548339844,111.01412963867188,32.00227198536134,21.558844798587916,58.66511681335344,1
1,84.95970153808594,78.44944763183594,67.64418029785156,58.667813942208554,53.75790510660047,44.2421208737216,83.17543029785156,57.87940979003906,86.08782958984375,33.5734000131651,27.751576964945624,57.65584937679465,1
2,100.68609619140625,96.46852111816406,88.90858459472656,56.56387720219543,53.10200861909776,44.933311609792376,76.61468505859375,41.422332763671875,103.37144470214844,40.65236646365311,17.20746029977608,54.89753846611804,1
3,110.11909484863281,99.06977844238281,81.81636047363281,75.27979583054871,69.72767308105212,57.19761198411599,97.5316162109375,72.02862548828125,113.24482727050781,19.54745596846388,39.44272300578039,75.72809294087702,1
4,136.78860473632812,125.67578125,108.71917724609375,66.26389144993955,59.04634071788743,46.7203254950363,87.21669006347656,48.666229248046875,137.74290466308594,28.698386867900968,24.74463236194304,65.17058319011942,1
5,103.621337890625,95.39669799804688,83.39393615722656,54.41121155280079,49.92203495509494,41.07411134195807,87.61282348632812,48.75750732421875,104.39805603027344,31.81777611364383,26.10268615299586,53.686849557734796,1
6,137.65235900878906,126.93359375,110.95210266113281,62.6860434999043,56.412076476908055,45.1518438746792,89.86860656738281,46.44493103027344,138.95819091796875,28.225246034710956,26.094980105293864,61.87910012495412,1
7,127.33302307128906,118.8721923828125,104.14181518554688,64.63002626469225,58.7173097583823,47.2985574142878,85.10374450683594,45.70872497558594,129.01507568359375,31.106530929954992,23.67057831221212,63.65316935560104,1
8,150.27345275878906,138.87208557128906,118.52677917480469,61.87622518578546,57.14642222039198,45.574609474195235,97.39077758789062,54.127471923828125,153.29031372070312,15.042623455230968,28.410185279536982,60.48973771897808,1
9,147.1352081298828,136.4772186279297,119.04302978515625,60.815306538823165,55.255688402933984,43.39770276999671,90.08056640625,45.7509765625,148.66929626464844,26.4594867760255,26.626154753667446,59.95677251133476,1
10,150.91062927246094,141.53456115722656,121.98051452636719,64.10452241648112,58.1104962004385,45.66208729773151,96.66964721679688,52.29396057128906,156.85226440429688,16.814549141722807,26.937952548401118,61.43546160605005,1
